Source,Target,age,category
http://www.wikidata.org/entity/Q25089,http://www.wikidata.org/entity/Q1004531,59,is_directing
http://www.wikidata.org/entity/Q2001,http://www.wikidata.org/entity/Q103474,40,is_directing
http://www.wikidata.org/entity/Q56005,http://www.wikidata.org/entity/Q103569,42,is_directing
http://www.wikidata.org/entity/Q3772,http://www.wikidata.org/entity/Q104123,31,is_directing
http://www.wikidata.org/entity/Q43203,http://www.wikidata.org/entity/Q104137,62,is_directing
http://www.wikidata.org/entity/Q788070,http://www.wikidata.org/entity/Q1044598,53,is_directing
http://www.wikidata.org/entity/Q51490,http://www.wikidata.org/entity/Q1045165,49,is_directing
http://www.wikidata.org/entity/Q42574,http://www.wikidata.org/entity/Q104814,32,is_directing
http://www.wikidata.org/entity/Q60100,http://www.wikidata.org/entity/Q105387,41,is_directing
http://www.wikidata.org/entity/Q137489,http://www.wikidata.org/entity/Q1059914,53,is_directing
http://www.wikidata.org/entity/Q55424,http://www.wikidata.org/entity/Q106316,45,is_directing
http://www.wikidata.org/entity/Q61954995,http://www.wikidata.org/entity/Q1063525,39,is_directing
http://www.wikidata.org/entity/Q73136,http://www.wikidata.org/entity/Q1063525,45,is_directing
http://www.wikidata.org/entity/Q103646,http://www.wikidata.org/entity/Q106428,41,is_directing
http://www.wikidata.org/entity/Q363653,http://www.wikidata.org/entity/Q106440,42,is_directing
http://www.wikidata.org/entity/Q1559143,http://www.wikidata.org/entity/Q1067502,52,is_directing
http://www.wikidata.org/entity/Q356275,http://www.wikidata.org/entity/Q107226,52,is_directing
http://www.wikidata.org/entity/Q193628,http://www.wikidata.org/entity/Q107270,32,is_directing
http://www.wikidata.org/entity/Q314882,http://www.wikidata.org/entity/Q107724,50,is_directing
http://www.wikidata.org/entity/Q369190,http://www.wikidata.org/entity/Q1077902,34,is_directing
http://www.wikidata.org/entity/Q376107,http://www.wikidata.org/entity/Q108006,51,is_directing
http://www.wikidata.org/entity/Q2001,http://www.wikidata.org/entity/Q108297,32,is_directing
http://www.wikidata.org/entity/Q189526,http://www.wikidata.org/entity/Q108525,47,is_directing
http://www.wikidata.org/entity/Q298388,http://www.wikidata.org/entity/Q1089543,43,is_directing
http://www.wikidata.org/entity/Q55260,http://www.wikidata.org/entity/Q1089543,34,is_directing
http://www.wikidata.org/entity/Q349518,http://www.wikidata.org/entity/Q1089809,35,is_directing
http://www.wikidata.org/entity/Q1303837,http://www.wikidata.org/entity/Q1094020,38,is_directing
http://www.wikidata.org/entity/Q72267,http://www.wikidata.org/entity/Q1100552,53,is_directing
http://www.wikidata.org/entity/Q103646,http://www.wikidata.org/entity/Q1105463,31,is_directing
http://www.wikidata.org/entity/Q51562,http://www.wikidata.org/entity/Q1109750,36,is_directing
http://www.wikidata.org/entity/Q1018614,http://www.wikidata.org/entity/Q1113303,54,is_directing
http://www.wikidata.org/entity/Q449220,http://www.wikidata.org/entity/Q1113987,43,is_directing
http://www.wikidata.org/entity/Q358370,http://www.wikidata.org/entity/Q1114683,49,is_directing
http://www.wikidata.org/entity/Q28497,http://www.wikidata.org/entity/Q1124875,32,is_directing
http://www.wikidata.org/entity/Q55424,http://www.wikidata.org/entity/Q1125384,59,is_directing
http://www.wikidata.org/entity/Q41148,http://www.wikidata.org/entity/Q1125442,51,is_directing
http://www.wikidata.org/entity/Q55207,http://www.wikidata.org/entity/Q1127167,49,is_directing
http://www.wikidata.org/entity/Q727791,http://www.wikidata.org/entity/Q1127669,54,is_directing
http://www.wikidata.org/entity/Q1750712,http://www.wikidata.org/entity/Q1128750,39,is_directing
http://www.wikidata.org/entity/Q72717,http://www.wikidata.org/entity/Q1129778,46,is_directing
http://www.wikidata.org/entity/Q433113,http://www.wikidata.org/entity/Q1130084,53,is_directing
http://www.wikidata.org/entity/Q951570,http://www.wikidata.org/entity/Q1130644,44,is_directing
http://www.wikidata.org/entity/Q545573,http://www.wikidata.org/entity/Q1132575,38,is_directing
http://www.wikidata.org/entity/Q61859,http://www.wikidata.org/entity/Q1139023,48,is_directing
http://www.wikidata.org/entity/Q51522,http://www.wikidata.org/entity/Q1140171,35,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1140611,37,is_directing
http://www.wikidata.org/entity/Q1361382,http://www.wikidata.org/entity/Q1140881,48,is_directing
http://www.wikidata.org/entity/Q55294,http://www.wikidata.org/entity/Q114115,29,is_directing
http://www.wikidata.org/entity/Q504463,http://www.wikidata.org/entity/Q1141186,31,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1141493,47,is_directing
http://www.wikidata.org/entity/Q55260,http://www.wikidata.org/entity/Q1141582,37,is_directing
http://www.wikidata.org/entity/Q137489,http://www.wikidata.org/entity/Q1142862,51,is_directing
http://www.wikidata.org/entity/Q967502,http://www.wikidata.org/entity/Q1143988,42,is_directing
http://www.wikidata.org/entity/Q13560398,http://www.wikidata.org/entity/Q1146404,46,is_directing
http://www.wikidata.org/entity/Q377412,http://www.wikidata.org/entity/Q1150581,43,is_directing
http://www.wikidata.org/entity/Q983092,http://www.wikidata.org/entity/Q1150581,44,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1150612,38,is_directing
http://www.wikidata.org/entity/Q3561346,http://www.wikidata.org/entity/Q1150623,43,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1150623,34,is_directing
http://www.wikidata.org/entity/Q51581,http://www.wikidata.org/entity/Q1150623,40,is_directing
http://www.wikidata.org/entity/Q187364,http://www.wikidata.org/entity/Q1160186,40,is_directing
http://www.wikidata.org/entity/Q269731,http://www.wikidata.org/entity/Q1162937,49,is_directing
http://www.wikidata.org/entity/Q547078,http://www.wikidata.org/entity/Q1162937,49,is_directing
http://www.wikidata.org/entity/Q55420,http://www.wikidata.org/entity/Q1166180,70,is_directing
http://www.wikidata.org/entity/Q55303,http://www.wikidata.org/entity/Q1166360,39,is_directing
http://www.wikidata.org/entity/Q356913,http://www.wikidata.org/entity/Q1167299,51,is_directing
http://www.wikidata.org/entity/Q276130,http://www.wikidata.org/entity/Q1167859,46,is_directing
http://www.wikidata.org/entity/Q314342,http://www.wikidata.org/entity/Q116845,54,is_directing
http://www.wikidata.org/entity/Q56008,http://www.wikidata.org/entity/Q116852,31,is_directing
http://www.wikidata.org/entity/Q727753,http://www.wikidata.org/entity/Q1168531,41,is_directing
http://www.wikidata.org/entity/Q725449,http://www.wikidata.org/entity/Q116905,41,is_directing
http://www.wikidata.org/entity/Q73136,http://www.wikidata.org/entity/Q1169951,52,is_directing
http://www.wikidata.org/entity/Q55221,http://www.wikidata.org/entity/Q1170115,40,is_directing
http://www.wikidata.org/entity/Q711415,http://www.wikidata.org/entity/Q1171692,51,is_directing
http://www.wikidata.org/entity/Q230448,http://www.wikidata.org/entity/Q117315,39,is_directing
http://www.wikidata.org/entity/Q103788,http://www.wikidata.org/entity/Q1185386,41,is_directing
http://www.wikidata.org/entity/Q937589,http://www.wikidata.org/entity/Q118829,34,is_directing
http://www.wikidata.org/entity/Q974982,http://www.wikidata.org/entity/Q118829,44,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q118829,36,is_directing
http://www.wikidata.org/entity/Q270560,http://www.wikidata.org/entity/Q1191093,44,is_directing
http://www.wikidata.org/entity/Q470831,http://www.wikidata.org/entity/Q1192213,66,is_directing
http://www.wikidata.org/entity/Q363989,http://www.wikidata.org/entity/Q1193825,51,is_directing
http://www.wikidata.org/entity/Q3371203,http://www.wikidata.org/entity/Q1194608,33,is_directing
http://www.wikidata.org/entity/Q6249965,http://www.wikidata.org/entity/Q1194608,44,is_directing
http://www.wikidata.org/entity/Q120541,http://www.wikidata.org/entity/Q1194613,57,is_directing
http://www.wikidata.org/entity/Q269505,http://www.wikidata.org/entity/Q1194888,63,is_directing
http://www.wikidata.org/entity/Q543124,http://www.wikidata.org/entity/Q1195311,38,is_directing
http://www.wikidata.org/entity/Q156178,http://www.wikidata.org/entity/Q1196539,45,is_directing
http://www.wikidata.org/entity/Q360844,http://www.wikidata.org/entity/Q1196539,36,is_directing
http://www.wikidata.org/entity/Q176126,http://www.wikidata.org/entity/Q1197185,47,is_directing
http://www.wikidata.org/entity/Q55413,http://www.wikidata.org/entity/Q1197377,48,is_directing
http://www.wikidata.org/entity/Q286104,http://www.wikidata.org/entity/Q1197729,53,is_directing
http://www.wikidata.org/entity/Q773066,http://www.wikidata.org/entity/Q1197944,42,is_directing
http://www.wikidata.org/entity/Q287451,http://www.wikidata.org/entity/Q1198073,49,is_directing
http://www.wikidata.org/entity/Q2420942,http://www.wikidata.org/entity/Q1198132,44,is_directing
http://www.wikidata.org/entity/Q361670,http://www.wikidata.org/entity/Q1198269,48,is_directing
http://www.wikidata.org/entity/Q216748,http://www.wikidata.org/entity/Q1198780,55,is_directing
http://www.wikidata.org/entity/Q17887,http://www.wikidata.org/entity/Q1198799,53,is_directing
http://www.wikidata.org/entity/Q453683,http://www.wikidata.org/entity/Q1198853,42,is_directing
http://www.wikidata.org/entity/Q78719,http://www.wikidata.org/entity/Q1198853,44,is_directing
http://www.wikidata.org/entity/Q62503,http://www.wikidata.org/entity/Q1198853,49,is_directing
http://www.wikidata.org/entity/Q457269,http://www.wikidata.org/entity/Q1198860,59,is_directing
http://www.wikidata.org/entity/Q1668173,http://www.wikidata.org/entity/Q1199203,53,is_directing
http://www.wikidata.org/entity/Q1175437,http://www.wikidata.org/entity/Q1200597,39,is_directing
http://www.wikidata.org/entity/Q212466,http://www.wikidata.org/entity/Q1200597,30,is_directing
http://www.wikidata.org/entity/Q262735,http://www.wikidata.org/entity/Q1200672,31,is_directing
http://www.wikidata.org/entity/Q95030,http://www.wikidata.org/entity/Q1209853,53,is_directing
http://www.wikidata.org/entity/Q504627,http://www.wikidata.org/entity/Q1210973,49,is_directing
http://www.wikidata.org/entity/Q1859686,http://www.wikidata.org/entity/Q1211833,52,is_directing
http://www.wikidata.org/entity/Q3376961,http://www.wikidata.org/entity/Q12125059,29,is_directing
http://www.wikidata.org/entity/Q232941,http://www.wikidata.org/entity/Q12125696,45,is_directing
http://www.wikidata.org/entity/Q51490,http://www.wikidata.org/entity/Q1212587,38,is_directing
http://www.wikidata.org/entity/Q1972350,http://www.wikidata.org/entity/Q1214560,42,is_directing
http://www.wikidata.org/entity/Q538608,http://www.wikidata.org/entity/Q1215865,39,is_directing
http://www.wikidata.org/entity/Q72717,http://www.wikidata.org/entity/Q1217057,54,is_directing
http://www.wikidata.org/entity/Q435029,http://www.wikidata.org/entity/Q1217612,56,is_directing
http://www.wikidata.org/entity/Q731331,http://www.wikidata.org/entity/Q1217650,54,is_directing
http://www.wikidata.org/entity/Q939550,http://www.wikidata.org/entity/Q1217650,53,is_directing
http://www.wikidata.org/entity/Q731331,http://www.wikidata.org/entity/Q1217787,52,is_directing
http://www.wikidata.org/entity/Q51583,http://www.wikidata.org/entity/Q1217922,45,is_directing
http://www.wikidata.org/entity/Q72229,http://www.wikidata.org/entity/Q1218313,46,is_directing
http://www.wikidata.org/entity/Q158250,http://www.wikidata.org/entity/Q1218959,32,is_directing
http://www.wikidata.org/entity/Q51562,http://www.wikidata.org/entity/Q1219026,42,is_directing
http://www.wikidata.org/entity/Q611429,http://www.wikidata.org/entity/Q1219153,39,is_directing
http://www.wikidata.org/entity/Q262735,http://www.wikidata.org/entity/Q1219171,50,is_directing
http://www.wikidata.org/entity/Q1424757,http://www.wikidata.org/entity/Q1225068,59,is_directing
http://www.wikidata.org/entity/Q56014,http://www.wikidata.org/entity/Q1232912,48,is_directing
http://www.wikidata.org/entity/Q1668336,http://www.wikidata.org/entity/Q1245160,59,is_directing
http://www.wikidata.org/entity/Q269731,http://www.wikidata.org/entity/Q1246938,46,is_directing
http://www.wikidata.org/entity/Q547078,http://www.wikidata.org/entity/Q1246938,46,is_directing
http://www.wikidata.org/entity/Q134867,http://www.wikidata.org/entity/Q125076,52,is_directing
http://www.wikidata.org/entity/Q3837845,http://www.wikidata.org/entity/Q125076,68,is_directing
http://www.wikidata.org/entity/Q103788,http://www.wikidata.org/entity/Q1258295,44,is_directing
http://www.wikidata.org/entity/Q287977,http://www.wikidata.org/entity/Q1263897,53,is_directing
http://www.wikidata.org/entity/Q503258,http://www.wikidata.org/entity/Q1263921,55,is_directing
http://www.wikidata.org/entity/Q630981,http://www.wikidata.org/entity/Q1263921,34,is_directing
http://www.wikidata.org/entity/Q953753,http://www.wikidata.org/entity/Q1263921,39,is_directing
http://www.wikidata.org/entity/Q4465,http://www.wikidata.org/entity/Q127367,40,is_directing
http://www.wikidata.org/entity/Q55260,http://www.wikidata.org/entity/Q1282209,38,is_directing
http://www.wikidata.org/entity/Q56005,http://www.wikidata.org/entity/Q128518,63,is_directing
http://www.wikidata.org/entity/Q350717,http://www.wikidata.org/entity/Q1285467,39,is_directing
http://www.wikidata.org/entity/Q53004,http://www.wikidata.org/entity/Q128761,59,is_directing
http://www.wikidata.org/entity/Q709973,http://www.wikidata.org/entity/Q128982,58,is_directing
http://www.wikidata.org/entity/Q53044,http://www.wikidata.org/entity/Q1299410,41,is_directing
http://www.wikidata.org/entity/Q505141,http://www.wikidata.org/entity/Q1300420,47,is_directing
http://www.wikidata.org/entity/Q72717,http://www.wikidata.org/entity/Q1304320,36,is_directing
http://www.wikidata.org/entity/Q288337,http://www.wikidata.org/entity/Q1305029,43,is_directing
http://www.wikidata.org/entity/Q3170092,http://www.wikidata.org/entity/Q1305031,38,is_directing
http://www.wikidata.org/entity/Q78639,http://www.wikidata.org/entity/Q1305191,62,is_directing
http://www.wikidata.org/entity/Q55413,http://www.wikidata.org/entity/Q1305191,42,is_directing
http://www.wikidata.org/entity/Q1702242,http://www.wikidata.org/entity/Q1305238,38,is_directing
http://www.wikidata.org/entity/Q267441,http://www.wikidata.org/entity/Q1305415,42,is_directing
http://www.wikidata.org/entity/Q983356,http://www.wikidata.org/entity/Q1305415,40,is_directing
http://www.wikidata.org/entity/Q103788,http://www.wikidata.org/entity/Q1305647,36,is_directing
http://www.wikidata.org/entity/Q51491,http://www.wikidata.org/entity/Q1305647,50,is_directing
http://www.wikidata.org/entity/Q51491,http://www.wikidata.org/entity/Q1306890,50,is_directing
http://www.wikidata.org/entity/Q547078,http://www.wikidata.org/entity/Q130769,47,is_directing
http://www.wikidata.org/entity/Q51123,http://www.wikidata.org/entity/Q130769,61,is_directing
http://www.wikidata.org/entity/Q4465,http://www.wikidata.org/entity/Q131074,42,is_directing
http://www.wikidata.org/entity/Q103646,http://www.wikidata.org/entity/Q131864,46,is_directing
http://www.wikidata.org/entity/Q51491,http://www.wikidata.org/entity/Q1321622,56,is_directing
http://www.wikidata.org/entity/Q55260,http://www.wikidata.org/entity/Q1323132,76,is_directing
http://www.wikidata.org/entity/Q2536001,http://www.wikidata.org/entity/Q1323446,41,is_directing
http://www.wikidata.org/entity/Q220751,http://www.wikidata.org/entity/Q132351,30,is_directing
http://www.wikidata.org/entity/Q55215,http://www.wikidata.org/entity/Q13255497,51,is_directing
http://www.wikidata.org/entity/Q51552,http://www.wikidata.org/entity/Q1326026,46,is_directing
http://www.wikidata.org/entity/Q51491,http://www.wikidata.org/entity/Q132689,56,is_directing
http://www.wikidata.org/entity/Q313899,http://www.wikidata.org/entity/Q1331696,65,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1331696,42,is_directing
http://www.wikidata.org/entity/Q2032329,http://www.wikidata.org/entity/Q1332246,60,is_directing
http://www.wikidata.org/entity/Q1161658,http://www.wikidata.org/entity/Q1332776,43,is_directing
http://www.wikidata.org/entity/Q3382966,http://www.wikidata.org/entity/Q1332867,37,is_directing
http://www.wikidata.org/entity/Q434342,http://www.wikidata.org/entity/Q1332957,48,is_directing
http://www.wikidata.org/entity/Q5217943,http://www.wikidata.org/entity/Q1335591,61,is_directing
http://www.wikidata.org/entity/Q7668360,http://www.wikidata.org/entity/Q1335591,32,is_directing
http://www.wikidata.org/entity/Q309214,http://www.wikidata.org/entity/Q1336107,61,is_directing
http://www.wikidata.org/entity/Q48987,http://www.wikidata.org/entity/Q133654,47,is_directing
http://www.wikidata.org/entity/Q3038028,http://www.wikidata.org/entity/Q1338008,38,is_directing
http://www.wikidata.org/entity/Q25191,http://www.wikidata.org/entity/Q13417189,44,is_directing
http://www.wikidata.org/entity/Q51535,http://www.wikidata.org/entity/Q1345583,49,is_directing
http://www.wikidata.org/entity/Q323243,http://www.wikidata.org/entity/Q1346566,44,is_directing
http://www.wikidata.org/entity/Q51549,http://www.wikidata.org/entity/Q1346590,51,is_directing
http://www.wikidata.org/entity/Q187364,http://www.wikidata.org/entity/Q134773,42,is_directing
http://www.wikidata.org/entity/Q51519,http://www.wikidata.org/entity/Q1348177,43,is_directing
http://www.wikidata.org/entity/Q271284,http://www.wikidata.org/entity/Q1351911,36,is_directing
http://www.wikidata.org/entity/Q1367078,http://www.wikidata.org/entity/Q1352930,38,is_directing
http://www.wikidata.org/entity/Q313256,http://www.wikidata.org/entity/Q1353441,52,is_directing
http://www.wikidata.org/entity/Q25089,http://www.wikidata.org/entity/Q1354109,60,is_directing
http://www.wikidata.org/entity/Q52997,http://www.wikidata.org/entity/Q1355901,55,is_directing
http://www.wikidata.org/entity/Q51547,http://www.wikidata.org/entity/Q1356753,47,is_directing
http://www.wikidata.org/entity/Q51495,http://www.wikidata.org/entity/Q1364076,66,is_directing
http://www.wikidata.org/entity/Q657354,http://www.wikidata.org/entity/Q1364697,58,is_directing
http://www.wikidata.org/entity/Q3933034,http://www.wikidata.org/entity/Q1365174,38,is_directing
http://www.wikidata.org/entity/Q53006,http://www.wikidata.org/entity/Q1365174,47,is_directing
http://www.wikidata.org/entity/Q296698,http://www.wikidata.org/entity/Q136605,36,is_directing
http://www.wikidata.org/entity/Q149507,http://www.wikidata.org/entity/Q1366560,44,is_directing
http://www.wikidata.org/entity/Q2005146,http://www.wikidata.org/entity/Q1379585,60,is_directing
http://www.wikidata.org/entity/Q1699374,http://www.wikidata.org/entity/Q1389525,37,is_directing
http://www.wikidata.org/entity/Q212466,http://www.wikidata.org/entity/Q1389525,37,is_directing
http://www.wikidata.org/entity/Q276130,http://www.wikidata.org/entity/Q1390900,42,is_directing
http://www.wikidata.org/entity/Q430720,http://www.wikidata.org/entity/Q1404775,47,is_directing
http://www.wikidata.org/entity/Q72717,http://www.wikidata.org/entity/Q1411454,52,is_directing
http://www.wikidata.org/entity/Q61859,http://www.wikidata.org/entity/Q1412513,45,is_directing
http://www.wikidata.org/entity/Q95143,http://www.wikidata.org/entity/Q141359,62,is_directing
http://www.wikidata.org/entity/Q2720543,http://www.wikidata.org/entity/Q1417721,45,is_directing
http://www.wikidata.org/entity/Q774517,http://www.wikidata.org/entity/Q1418734,44,is_directing
http://www.wikidata.org/entity/Q287451,http://www.wikidata.org/entity/Q1419066,65,is_directing
http://www.wikidata.org/entity/Q48987,http://www.wikidata.org/entity/Q1419410,36,is_directing
http://www.wikidata.org/entity/Q103917,http://www.wikidata.org/entity/Q142292,37,is_directing
http://www.wikidata.org/entity/Q55260,http://www.wikidata.org/entity/Q1423795,62,is_directing
http://www.wikidata.org/entity/Q51535,http://www.wikidata.org/entity/Q1423854,53,is_directing
http://www.wikidata.org/entity/Q56014,http://www.wikidata.org/entity/Q1423854,57,is_directing
http://www.wikidata.org/entity/Q51581,http://www.wikidata.org/entity/Q1425082,47,is_directing
http://www.wikidata.org/entity/Q327493,http://www.wikidata.org/entity/Q1435221,45,is_directing
http://www.wikidata.org/entity/Q61859,http://www.wikidata.org/entity/Q1436798,42,is_directing
http://www.wikidata.org/entity/Q286104,http://www.wikidata.org/entity/Q1439574,48,is_directing
http://www.wikidata.org/entity/Q286104,http://www.wikidata.org/entity/Q1440194,54,is_directing
http://www.wikidata.org/entity/Q270097,http://www.wikidata.org/entity/Q144483,49,is_directing
http://www.wikidata.org/entity/Q432246,http://www.wikidata.org/entity/Q1451544,39,is_directing
http://www.wikidata.org/entity/Q3161154,http://www.wikidata.org/entity/Q1453797,47,is_directing
http://www.wikidata.org/entity/Q4795252,http://www.wikidata.org/entity/Q1461516,37,is_directing
http://www.wikidata.org/entity/Q103788,http://www.wikidata.org/entity/Q1466426,50,is_directing
http://www.wikidata.org/entity/Q104791,http://www.wikidata.org/entity/Q1466736,50,is_directing
http://www.wikidata.org/entity/Q288337,http://www.wikidata.org/entity/Q1467214,36,is_directing
http://www.wikidata.org/entity/Q51575,http://www.wikidata.org/entity/Q1468943,58,is_directing
http://www.wikidata.org/entity/Q457269,http://www.wikidata.org/entity/Q1471328,57,is_directing
http://www.wikidata.org/entity/Q466415,http://www.wikidata.org/entity/Q1471671,50,is_directing
http://www.wikidata.org/entity/Q506183,http://www.wikidata.org/entity/Q1471671,46,is_directing
http://www.wikidata.org/entity/Q78719,http://www.wikidata.org/entity/Q1483683,33,is_directing
http://www.wikidata.org/entity/Q3425142,http://www.wikidata.org/entity/Q14918344,47,is_directing
http://www.wikidata.org/entity/Q146051,http://www.wikidata.org/entity/Q1494865,38,is_directing
http://www.wikidata.org/entity/Q15885146,http://www.wikidata.org/entity/Q15052276,46,is_directing
http://www.wikidata.org/entity/Q2720543,http://www.wikidata.org/entity/Q15079318,51,is_directing
http://www.wikidata.org/entity/Q51552,http://www.wikidata.org/entity/Q150804,69,is_directing
http://www.wikidata.org/entity/Q51575,http://www.wikidata.org/entity/Q1508611,46,is_directing
http://www.wikidata.org/entity/Q1377022,http://www.wikidata.org/entity/Q15087230,56,is_directing
http://www.wikidata.org/entity/Q7374,http://www.wikidata.org/entity/Q1509470,42,is_directing
http://www.wikidata.org/entity/Q260969,http://www.wikidata.org/entity/Q1516287,53,is_directing
http://www.wikidata.org/entity/Q270038,http://www.wikidata.org/entity/Q1520037,38,is_directing
http://www.wikidata.org/entity/Q435029,http://www.wikidata.org/entity/Q1520430,53,is_directing
http://www.wikidata.org/entity/Q51547,http://www.wikidata.org/entity/Q152493,48,is_directing
http://www.wikidata.org/entity/Q34816,http://www.wikidata.org/entity/Q152531,61,is_directing
http://www.wikidata.org/entity/Q160726,http://www.wikidata.org/entity/Q152780,58,is_directing
http://www.wikidata.org/entity/Q358370,http://www.wikidata.org/entity/Q1534188,46,is_directing
http://www.wikidata.org/entity/Q262820,http://www.wikidata.org/entity/Q1534298,36,is_directing
http://www.wikidata.org/entity/Q3772,http://www.wikidata.org/entity/Q153723,46,is_directing
http://www.wikidata.org/entity/Q57932,http://www.wikidata.org/entity/Q153882,33,is_directing
http://www.wikidata.org/entity/Q433893,http://www.wikidata.org/entity/Q154077,42,is_directing
http://www.wikidata.org/entity/Q78719,http://www.wikidata.org/entity/Q1543253,38,is_directing
http://www.wikidata.org/entity/Q59215,http://www.wikidata.org/entity/Q1546610,52,is_directing
http://www.wikidata.org/entity/Q435866,http://www.wikidata.org/entity/Q155089,47,is_directing
http://www.wikidata.org/entity/Q711415,http://www.wikidata.org/entity/Q15623971,48,is_directing
http://www.wikidata.org/entity/Q504461,http://www.wikidata.org/entity/Q156309,47,is_directing
http://www.wikidata.org/entity/Q18350026,http://www.wikidata.org/entity/Q15648198,29,is_directing
http://www.wikidata.org/entity/Q313506,http://www.wikidata.org/entity/Q157044,41,is_directing
http://www.wikidata.org/entity/Q953683,http://www.wikidata.org/entity/Q1570822,39,is_directing
http://www.wikidata.org/entity/Q51547,http://www.wikidata.org/entity/Q1572700,60,is_directing
http://www.wikidata.org/entity/Q377412,http://www.wikidata.org/entity/Q1573661,44,is_directing
http://www.wikidata.org/entity/Q435029,http://www.wikidata.org/entity/Q1573661,49,is_directing
http://www.wikidata.org/entity/Q369190,http://www.wikidata.org/entity/Q1575490,38,is_directing
http://www.wikidata.org/entity/Q260969,http://www.wikidata.org/entity/Q1587353,37,is_directing
http://www.wikidata.org/entity/Q313506,http://www.wikidata.org/entity/Q159063,47,is_directing
http://www.wikidata.org/entity/Q295912,http://www.wikidata.org/entity/Q160060,38,is_directing
http://www.wikidata.org/entity/Q4465,http://www.wikidata.org/entity/Q160215,44,is_directing
http://www.wikidata.org/entity/Q160726,http://www.wikidata.org/entity/Q160618,51,is_directing
http://www.wikidata.org/entity/Q295463,http://www.wikidata.org/entity/Q161087,42,is_directing
http://www.wikidata.org/entity/Q707999,http://www.wikidata.org/entity/Q1619389,46,is_directing
http://www.wikidata.org/entity/Q55413,http://www.wikidata.org/entity/Q1619752,43,is_directing
http://www.wikidata.org/entity/Q1806583,http://www.wikidata.org/entity/Q1619866,34,is_directing
http://www.wikidata.org/entity/Q269505,http://www.wikidata.org/entity/Q1619866,51,is_directing
http://www.wikidata.org/entity/Q506183,http://www.wikidata.org/entity/Q1619885,33,is_directing
http://www.wikidata.org/entity/Q51492,http://www.wikidata.org/entity/Q1619885,40,is_directing
http://www.wikidata.org/entity/Q269505,http://www.wikidata.org/entity/Q1619977,52,is_directing
http://www.wikidata.org/entity/Q55234,http://www.wikidata.org/entity/Q1620394,36,is_directing
http://www.wikidata.org/entity/Q51490,http://www.wikidata.org/entity/Q1620549,39,is_directing
http://www.wikidata.org/entity/Q1292174,http://www.wikidata.org/entity/Q1620639,53,is_directing
http://www.wikidata.org/entity/Q1348110,http://www.wikidata.org/entity/Q1620639,50,is_directing
http://www.wikidata.org/entity/Q1348309,http://www.wikidata.org/entity/Q1620639,58,is_directing
http://www.wikidata.org/entity/Q72291,http://www.wikidata.org/entity/Q1620639,42,is_directing
http://www.wikidata.org/entity/Q290962,http://www.wikidata.org/entity/Q1620831,54,is_directing
http://www.wikidata.org/entity/Q103788,http://www.wikidata.org/entity/Q1621174,55,is_directing
http://www.wikidata.org/entity/Q505141,http://www.wikidata.org/entity/Q1621174,47,is_directing
http://www.wikidata.org/entity/Q51114,http://www.wikidata.org/entity/Q1621174,61,is_directing
http://www.wikidata.org/entity/Q40531,http://www.wikidata.org/entity/Q1621909,53,is_directing
http://www.wikidata.org/entity/Q436704,http://www.wikidata.org/entity/Q1621941,46,is_directing
http://www.wikidata.org/entity/Q1168402,http://www.wikidata.org/entity/Q1622379,51,is_directing
http://www.wikidata.org/entity/Q41131,http://www.wikidata.org/entity/Q1622883,60,is_directing
http://www.wikidata.org/entity/Q1384550,http://www.wikidata.org/entity/Q162518,71,is_directing
http://www.wikidata.org/entity/Q216748,http://www.wikidata.org/entity/Q162518,66,is_directing
http://www.wikidata.org/entity/Q457250,http://www.wikidata.org/entity/Q162518,64,is_directing
http://www.wikidata.org/entity/Q51114,http://www.wikidata.org/entity/Q162518,68,is_directing
http://www.wikidata.org/entity/Q118817,http://www.wikidata.org/entity/Q1626186,35,is_directing
http://www.wikidata.org/entity/Q42229,http://www.wikidata.org/entity/Q162729,39,is_directing
http://www.wikidata.org/entity/Q276130,http://www.wikidata.org/entity/Q1627707,48,is_directing
http://www.wikidata.org/entity/Q455043,http://www.wikidata.org/entity/Q1630422,48,is_directing
http://www.wikidata.org/entity/Q360844,http://www.wikidata.org/entity/Q1630930,61,is_directing
http://www.wikidata.org/entity/Q154490,http://www.wikidata.org/entity/Q1634738,33,is_directing
http://www.wikidata.org/entity/Q455482,http://www.wikidata.org/entity/Q16354843,48,is_directing
http://www.wikidata.org/entity/Q6047738,http://www.wikidata.org/entity/Q16354843,62,is_directing
http://www.wikidata.org/entity/Q55221,http://www.wikidata.org/entity/Q1637967,48,is_directing
http://www.wikidata.org/entity/Q25191,http://www.wikidata.org/entity/Q163872,38,is_directing
http://www.wikidata.org/entity/Q1117163,http://www.wikidata.org/entity/Q1640553,56,is_directing
http://www.wikidata.org/entity/Q103646,http://www.wikidata.org/entity/Q164103,47,is_directing
http://www.wikidata.org/entity/Q4465,http://www.wikidata.org/entity/Q164963,41,is_directing
